,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt",
127,Kent St.,MAC,22-11,105.4989173,193,102.050662,93,0.59439399,127,22.26337771,11.73662229,11,7,7-Nov,0.391172456,0.439258793,0.355917457,0.401797759,0.439258793,0.355917457,0.871113117,0.801771442,106.0780399,108.7333076,106.1334278,108.3951817,107.3348746,104.7646547,92.94318104,93.15836482,0.493351832,2,-0.005412472,1385,1280,1238.6625,1.118141544,1.03337269,0,0.611111111,-5.912420421,121,191,65.78025842
128,Cal St. Northridge,BW,22-10,107.7293589,144,104.3868434,130,0.589636463,128,22.20011787,10.79988213,14,6,14-6,0.407550419,0.330661968,0.443452426,0.419741166,0.330661968,0.443452426,0.870613662,0.884664061,104.6001387,107.708857,104.8943815,107.4685286,110.6520098,104.6397462,94.44598403,104.254978,0.242994322,2,0.045341907,1616,1487,1449.6375,1.114761449,1.025773685,0,0.7,-4.86821272,108,67,72.19989942
129,South Dakota St.,Sum,20-12,109.7159602,111,106.4175306,175,0.586867815,129,20,12,11,5,5-Nov,0.44147558,0.464969739,0.425867472,0.44147558,0.464969739,0.425867472,0.860330529,0.809225449,108.3557156,108.3896653,108.3557156,108.3896653,110.9692445,107.7000787,153.0985302,139.9981297,0.736664824,2,0.010956024,1309,1201,1114.7875,1.174214817,1.077335367,0,0.6875,-6.222005464,126,144,69.01172352
130,Belmont,MVC,22-11,111.8682126,84,108.5088751,224,0.586770267,130,22,11,13,7,13-7,0.483240706,0.425444976,0.493061596,0.483240706,0.425444976,0.493061596,0.876106076,0.904756543,106.4690065,106.4599208,106.4690065,106.4599208,112.9915462,111.1176896,87.14489442,103.2775681,0.124199177,1,0.075010066,1582,1559,1400.9875,1.129203508,1.112786517,0,0.65,-5.450436897,116,32,70.59081107
131,Illinois St.,MVC,19-14,112.0499852,80,108.835666,232,0.582907068,131,19.75562565,14.24437435,10,10,10-Oct,0.488986326,0.443289799,0.513942446,0.483759769,0.443289799,0.513942446,0.872922381,0.880862386,107.1092175,106.9676006,106.9887141,107.0748256,114.4577639,111.2862782,126.8355156,120.7004226,0.638800981,1,-0.004691556,1495,1476,1315.9,1.136104567,1.12166578,0,0.5,-8.211041386,162,189,65.56160644
132,Jacksonville St.,CUSA,22-12,108.0290681,135,105.1077474,145,0.57816987,132,22.24480444,12.75519556,12,6,6-Dec,0.492128673,0.365380096,0.568916313,0.499730338,0.365380096,0.568916313,0.848105806,0.879983587,107.0025632,104.9874484,107.0596485,104.7858026,106.0623134,103.4461489,112.0071034,100.5361559,0.776001657,2,0.081886178,1249,1225,1199.8875,1.040930921,1.020929045,0,0.666666667,-5.43541228,115,25,64.64049792
133,Montana,BSky,25-9,112.0055359,81,108.9855319,235,0.577942136,133,25.07806777,9.921932233,15,3,15-3,0.41515462,0.49447562,0.356134227,0.430200563,0.49447562,0.356134227,0.847890949,0.760647863,106.5235003,107.8489962,107.0205894,107.4822406,112.6258202,110.8141198,102.3275626,109.4749814,0.315086525,3,0.102215287,1378,1302,1196.475,1.151716501,1.088196577,0,0.833333333,-3.069177383,77,15,66.98528702
134,Louisiana Tech,CUSA,20-12,107.6924853,146,104.9796277,142,0.572829583,134,20,12,9,9,9-Sep,0.478890822,0.342330161,0.569497485,0.478890822,0.342330161,0.569497485,0.870131891,0.914609215,105.7753128,104.4770973,105.7753128,104.4770973,107.9664783,106.0497424,91.49047404,110.1391636,0.105896147,1,0.044926735,1242,1240,1178.85,1.053569156,1.051872588,0,0.5,-6.412116389,129,69,64.35118241
135,Chattanooga,SC,24-9,114.0103543,59,111.1530566,270,0.572457063,135,24.30798492,9.692015084,15,3,15-3,0.387035181,0.412953194,0.365998939,0.395960399,0.412953194,0.365998939,0.881842253,0.833457333,103.8494433,107.8679095,104.0385348,107.6999557,117.1610335,113.0414189,110.3070198,107.0258885,0.585953792,3,0.069614975,1473,1318,1221.3875,1.206005465,1.079100613,0,0.833333333,-4.098240542,89,40,66.53018316
136,South Alabama,SB,21-11,106.1298418,179,103.6185254,112,0.568416167,136,21,11,13,5,13-5,0.37563088,0.366158659,0.365283667,0.37563088,0.366158659,0.365283667,0.894292578,0.868493445,103.8580129,108.1783959,103.8580129,108.1783959,107.3092261,100.6791953,91.72414391,87.59008538,0.629565906,1,-0.012188825,1299,1146,1179.7625,1.101069071,0.971381952,0,0.722222222,-6.537584555,135,209,63.05540431
137,Samford,SC,22-10,110.4208436,101,107.9955523,210,0.563505678,137,22.17320336,10.82679664,12,6,6-Dec,0.395834803,0.423826971,0.366972823,0.40870228,0.423826971,0.366972823,0.866490308,0.813273439,105.0722174,108.4195133,105.1380847,107.9497361,108.558398,106.1698976,115.4225752,107.3112205,0.698036989,2,0.044014249,1432,1299,1268.3625,1.129014773,1.024155161,0,0.666666667,-4.914292823,109,70,70.81240184
138,Tulane,Amer,19-14,108.3599683,131,106.0993659,169,0.560317458,138,19.22530118,14.77469882,12,6,6-Dec,0.443144209,0.31907073,0.501790313,0.4540574,0.31907073,0.501790313,0.875215932,0.913634469,105.9612704,107.449514,106.3011863,107.3027099,109.6443898,105.5284996,0,0,0,0,-0.02695022,1338,1277,1205.0375,1.11033889,1.059718059,0,0.666666667,-8.704819076,174,245,66.66048073
139,Seattle,WAC,14-18,103.0386064,235,100.9560332,80,0.558435309,139,14,18,8,8,8-Aug,0.460849767,0.507628175,0.41175075,0.460849767,0.507628175,0.41175075,0.855600958,0.800564854,104.8488163,104.4378641,104.8488163,104.4378641,101.7404555,98.68757477,116.4259591,90.76208193,0.946020514,2,-0.139270317,1078,994,1061.9875,1.015077861,0.935980885,0,0.5,-12.06463007,239,360,65.89273105
140,Wichita St.,Amer,19-14,105.8284877,188,103.6993838,117,0.558165725,140,19.2179656,14.7820344,8,10,10-Aug,0.516365264,0.492481162,0.523382834,0.523845685,0.492481162,0.523382834,0.840418501,0.838891793,107.1533624,105.3258408,107.2160055,105.1127314,104.1346429,106.1780732,150.3840479,170.3595952,0.192434246,1,0.038597265,1267,1293,1213.45,1.044130372,1.065556883,0,0.444444444,-7.348290522,145,85,68.61306886
141,Furman,SC,25-9,109.2479295,117,107.3033491,193,0.551452278,141,25.17378646,9.826213544,11,7,7-Nov,0.389600097,0.379596732,0.368283742,0.401683875,0.379596732,0.368283742,0.891373054,0.879058382,105.0239434,108.2800744,105.1993261,107.9397525,107.7753517,109.1371421,99.27167141,110.2937426,0.229559552,1,0.090532196,1352,1291,1218.4875,1.109572318,1.059510253,0,0.611111111,-4.436836153,96,20,65.79829788
142,Davidson,A10,17-16,109.2944587,114,107.3537704,195,0.551327199,142,17,16,6,12,12-Jun,0.499881689,0.377158245,0.58780137,0.499881689,0.377158245,0.58780137,0.83776197,0.854707526,106.4689073,105.3610477,106.4689073,105.3610477,108.1893738,108.5663363,119.2131085,126.9748242,0.326210407,3,-0.029849148,1239,1283,1175.85,1.05370583,1.091125569,0,0.333333333,-9.157131038,181,253,65.66995502
143,UTEP,CUSA,18-15,105.7862285,189,103.9533978,124,0.550079749,143,18,15,7,11,11-Jul,0.506331628,0.390189761,0.571972071,0.506331628,0.390189761,0.571972071,0.847206542,0.871252882,106.5394302,103.9086542,106.5394302,103.9086542,104.939267,105.3875839,118.0172176,96.6656832,0.908468643,2,0.009806106,1285,1332,1264.175,1.016473194,1.053651591,0,0.388888889,-8.385665479,165,149,68.41084327
144,Virginia Tech,ACC,13-19,106.5443744,164,104.7273619,137,0.549292645,144,13,19,8,12,12-Aug,0.640038459,0.487516043,0.725216312,0.640038459,0.487516043,0.725216312,0.754923555,0.840982638,110.4868234,103.6454335,110.4868234,103.6454335,108.8515666,105.0034023,116.0496803,110.3682317,0.640435417,5,-2.67E-05,1354,1467,1305.4375,1.037200172,1.123761191,0,0.4,-9.165271184,182,178,65.07183322
145,Wofford,SC,19-15,111.4683055,91,109.6718746,248,0.546575697,145,19.05139878,15.94860122,10,8,8-Oct,0.41534665,0.481123434,0.368813988,0.430822007,0.481123434,0.368813988,0.863704466,0.819163677,105.5133012,107.8682059,105.9306343,107.3595323,110.5693413,109.1305904,67.74481796,106.9641187,0.005206782,1,-0.049369956,1340,1243,1176.7125,1.138765841,1.056332792,0,0.555555556,-9.694707565,193,297,63.93002788
146,Miami OH,MAC,25-9,107.7989818,142,106.4419451,177,0.536357634,146,25,9,14,4,14-4,0.357639447,0.365065047,0.326037419,0.357639447,0.365065047,0.326037419,0.901146204,0.869141052,103.5658259,108.858744,103.5658259,108.858744,109.2012672,108.0452003,103.6119856,108.1391608,0.37946775,2,0.07164647,1455,1343,1282.8625,1.134182346,1.046877588,0,0.777777778,-4.575352939,99,37,68.82615771
147,UC Santa Barbara,BW,21-13,108.6524017,124,107.3249279,194,0.535283258,147,21,13,11,9,9-Nov,0.407544475,0.283601202,0.44877387,0.407544475,0.283601202,0.44877387,0.887125387,0.936433192,103.8885928,107.5642136,103.8885928,107.5642136,110.4357769,109.8372575,100.9994811,105.5612584,0.375656714,2,0.004589295,1472,1444,1332.65,1.10456609,1.083555322,0,0.55,-7.870830045,156,164,65.20488698
148,Loyola Marymount,WCC,17-15,104.2064402,214,103.1251045,107,0.529953431,148,17,15,8,10,10-Aug,0.543178438,0.470811831,0.602553087,0.543178438,0.470811831,0.602553087,0.79765238,0.867870415,108.8357994,105.4001779,108.8357994,105.4001779,103.3939092,102.0960616,105.3619321,108.9189938,0.405684417,6,0.043162369,1226,1291,1215.4875,1.008648793,1.062125279,0,0.444444444,-6.934315963,137,73,67.02652513
149,Robert Morris,Horz,26-8,105.8975653,185,105.0222307,144,0.523845009,149,26.04158777,8.958412232,15,5,15-5,0.339684631,0.320671157,0.344595713,0.357466632,0.320671157,0.344595713,0.901153145,0.892226356,103.977801,110.8066715,104.6735807,110.3816397,106.1196057,105.3427034,94.15513282,118.8302403,0.064365343,1,0.090664949,1560,1426,1402.8875,1.11199223,1.016474949,0,0.75,-4.304385416,93,19,67.89852671
150,Texas A&M Corpus Chris,Slnd,20-14,105.8363267,187,104.9651973,141,0.523743923,150,20,14,12,8,8-Dec,0.366906011,0.36097881,0.374442742,0.366906011,0.36097881,0.374442742,0.868546885,0.781180585,104.3222621,107.1703544,104.3222621,107.1703544,105.9555938,103.8955126,109.8153386,110.647155,0.478318455,3,-0.053630763,1429,1346,1334.45,1.07085316,1.008655251,0,0.6,-8.495565095,168,307,67.39878901
151,UC Riverside,BW,21-12,109.8670757,107,109.0092967,236,0.522519185,151,21.09807797,12.90192203,14,6,14-6,0.482238056,0.537906537,0.450022446,0.493990794,0.537906537,0.450022446,0.812747055,0.733940313,106.7679643,105.6633197,107.0953872,105.4377449,110.8898044,108.8940738,111.368311,107.7972933,0.592615463,5,0.108212735,1529,1473,1378.875,1.108874989,1.06826217,0,0.7,-4.670508723,105,12,67.01221639
152,San Jose St.,MWC,15-19,106.8758792,161,106.0606406,168,0.522000068,152,15.48704787,19.51295213,7,13,13-Jul,0.555629599,0.35422711,0.666521648,0.557125767,0.35422711,0.666521648,0.798730992,0.911949416,108.1822907,103.7807321,108.1270138,103.7381496,108.968253,107.6647076,104.3127945,107.1658831,0.423037837,7,-0.02477777,1391,1510,1350.0375,1.03034175,1.118487449,0,0.35,-10.21585975,203,241,66.20013215
153,Bryant,AE,23-11,105.7526059,190,105.340194,152,0.511231898,153,23.06159224,11.93840776,14,2,14-2,0.314611156,0.421144757,0.233146207,0.332506676,0.421144757,0.233146207,0.896618764,0.84792456,102.541707,109.7957901,102.9747802,109.2515424,106.7973504,105.1639353,124.1377755,114.3240956,0.720527332,1,-0.004070564,1304,1099,1137.9875,1.145882534,0.965739958,0,0.875,-7.095921083,140,187,72.33528695
154,Radford,BSth,20-13,109.7542069,110,109.3416444,240,0.510825701,154,20,13,9,7,7-Sep,0.404492187,0.433762149,0.362770545,0.404492187,0.433762149,0.362770545,0.865206056,0.80791419,106.1369608,108.7134061,106.1369608,108.7134061,110.976409,110.1979396,107.7556144,108.2394029,0.487123899,2,0.012204997,1167,1104,1013.2,1.151796289,1.089617055,0,0.5625,-7.32347499,144,140,62.88695454
155,Sam Houston St.,CUSA,13-19,110.3178602,102,109.9285673,252,0.510161929,155,13,19,6,12,12-Jun,0.525734729,0.453833499,0.576310894,0.525734729,0.453833499,0.576310894,0.825668737,0.80666573,106.4729012,102.8069459,106.4729012,102.8069459,109.746236,107.8984156,103.5745528,109.3063625,0.349912522,3,-0.06833839,1291,1337,1237.05,1.043611818,1.080797058,0,0.333333333,-11.74869029,233,323,67.73271611
156,Cal Baptist,WAC,17-15,104.9506489,204,104.5932999,135,0.509804605,156,17,15,9,7,7-Sep,0.460228103,0.504593199,0.417697848,0.460228103,0.504593199,0.417697848,0.872310033,0.843979107,103.5122203,105.007668,103.5122203,105.007668,102.7306237,102.3066822,130.3959655,121.9579757,0.683378243,2,-0.023113309,1093,1056,1076.9875,1.014867861,0.980512773,0,0.5625,-9.56508341,190,236,65.78452021
157,Temple,Amer,17-15,110.4925274,100,110.3922124,259,0.502611343,157,17,15,9,9,9-Sep,0.474718305,0.414030058,0.525948779,0.474718305,0.414030058,0.525948779,0.875446325,0.899165037,106.0503475,106.3622445,106.0503475,106.3622445,113.3670778,112.9576346,0,0,0,0,0.003562076,1429,1460,1278.2,1.117978407,1.142231263,0,0.5,-9.612409087,191,168,68.69134
158,James Madison,SB,20-12,110.0069008,105,109.9555531,253,0.501342267,158,20,12,13,5,13-5,0.423972041,0.476478915,0.372865768,0.423972041,0.476478915,0.372865768,0.896185012,0.864410345,104.8310141,106.9327412,104.8310141,106.9327412,108.7243499,110.7976817,119.3886765,111.2112382,0.693377786,1,0.050347268,1315,1279,1184.3125,1.110348831,1.079951449,0,0.722222222,-7.449591742,147,59,64.90688504
159,Western Kentucky,CUSA,17-15,103.1248941,232,103.0877985,106,0.501034366,159,17,15,8,10,10-Aug,0.520113335,0.458793423,0.577302742,0.520113335,0.458793423,0.577302742,0.83592922,0.826582834,106.4337511,103.5747098,106.4337511,103.5747098,103.1161235,104.8111274,97.90258083,101.5697717,0.395825369,3,0.038245749,1286,1338,1277.9875,1.006269623,1.046958597,0,0.444444444,-8.250294746,163,86,71.76045498
160,Rhode Island,A10,18-13,107.598787,148,107.7013162,204,0.497261789,160,18,13,7,11,11-Jul,0.475912584,0.327329821,0.58024001,0.475912584,0.327329821,0.58024001,0.875926552,0.942235817,105.4027491,105.9211353,105.4027491,105.9211353,106.943107,108.582752,100.5865984,109.1552854,0.28086935,1,0.048468446,1320,1381,1269.1875,1.040035456,1.0880977,0,0.388888889,-7.797802294,154,61,70.35353158
161,Charleston,CAA,24-9,105.1810208,198,105.2940062,151,0.496913374,161,24,9,13,5,13-5,0.417030249,0.461993305,0.378659121,0.417030249,0.461993305,0.378659121,0.904115863,0.882135328,105.3532936,108.4429435,105.3532936,108.4429435,106.4479886,106.9189108,0,0,0,0,0.145164863,1378,1304,1253.225,1.099563127,1.04051547,0,0.722222222,-4.618045749,100,4,70.22990646
162,Murray St.,MVC,16-17,104.7157599,208,104.8717349,139,0.495720955,162,16,17,9,11,11-Sep,0.506126685,0.469577088,0.528126833,0.506126685,0.469577088,0.528126833,0.857786102,0.858530972,106.884823,106.1235735,106.884823,106.1235735,104.0286117,105.9096561,121.8526942,95.53000283,0.942610082,1,0.001257712,1374,1406,1316.9125,1.043349501,1.067648762,0,0.45,-10.68201058,210,173,64.66440123
163,Milwaukee,Horz,21-11,106.0174743,182,106.2732194,174,0.493073454,163,21,11,14,6,14-6,0.383442171,0.450761507,0.347605218,0.383442171,0.450761507,0.347605218,0.910180378,0.868303044,105.2876251,109.292924,105.2876251,109.292924,106.0202261,106.4292943,0,0,0,0,0.049510323,1549,1423,1388.375,1.115692806,1.024939228,0,0.7,-7.033575256,139,60,68.64559008
164,Appalachian St.,SB,17-14,100.5303338,281,100.9319516,79,0.488539289,164,17,14,10,8,8-Oct,0.393795658,0.470002552,0.352280728,0.393795658,0.470002552,0.352280728,0.888573333,0.826548863,105.8620843,108.8412164,105.8620843,108.8412164,100.0690097,100.849506,98.83817596,101.2651755,0.430705214,1,-0.047610669,1196,1138,1155.325,1.035206544,0.98500422,0,0.555555556,-9.482515644,189,294,63.13022688
165,Florida Gulf Coast,ASun,18-14,107.4356618,150,108.0682499,211,0.483127865,165,18,14,13,5,13-5,0.403019149,0.522679101,0.318953046,0.403019149,0.522679101,0.318953046,0.888348788,0.82309918,105.1651301,109.2599513,105.1651301,109.2599513,109.2826855,109.2364833,105.5280226,94.2756388,0.785273633,1,-0.01821397,1382,1281,1197.575,1.153998706,1.069661608,0,0.722222222,-9.21953778,185,228,65.19231125
166,East Tennessee St.,SC,19-13,104.818888,205,105.4622404,154,0.482415148,166,19,13,12,6,6-Dec,0.369110443,0.346214876,0.37578695,0.369110443,0.346214876,0.37578695,0.916124862,0.919501718,104.6257149,109.6796275,104.6257149,109.6796275,105.2105165,104.7822666,0,0,0,0,-0.017441538,1266,1180,1163.4375,1.088154714,1.014235831,0,0.666666667,-9.250544927,186,224,64.97981761
167,Towson,CAA,22-11,106.0279678,181,106.7639027,183,0.480124182,167,22,11,16,2,16-2,0.425492298,0.510756422,0.366543463,0.425492298,0.510756422,0.366543463,0.884550416,0.825649165,105.3192236,107.8922455,105.3192236,107.8922455,107.9063719,106.6445747,120.310675,108.0231638,0.775374961,1,0.11415013,1310,1185,1159.0625,1.13022378,1.022377999,0,0.888888889,-5.927980037,122,10,63.50754403
168,Nicholls St.,Slnd,20-13,105.4563862,194,106.188406,171,0.48012277,168,20,13,13,7,13-7,0.401226894,0.447791875,0.375695596,0.401226894,0.447791875,0.375695596,0.870006927,0.78523466,104.0736442,106.0308265,104.0736442,106.0308265,107.3821189,107.1292252,104.5524626,109.1077676,0.379789511,3,0.02785719,1491,1401,1366.325,1.091248422,1.025378296,0,0.65,-7.542436421,150,111,68.09875714
169,Winthrop,BSth,23-11,107.3763141,152,108.1977934,215,0.478102625,169,23,11,11,5,5-Nov,0.368876941,0.347995373,0.36677097,0.368876941,0.347995373,0.36677097,0.891436479,0.864825141,105.4284728,109.1819504,105.4284728,109.1819504,108.8893851,112.5261109,97.41890088,92.47757642,0.645340876,2,0.060000013,1361,1310,1187.275,1.146322461,1.103366954,0,0.6875,-6.201429961,124,46,72.60275416
170,UNC Greensboro,SC,20-12,105.3771737,196,106.1878742,170,0.4779806,170,20,12,13,5,13-5,0.376272716,0.390248069,0.376268876,0.376272716,0.390248069,0.376268876,0.898503901,0.869303244,105.2439228,109.1767363,105.2439228,109.1767363,108.6372108,107.2649645,96.77761414,97.3197443,0.483945248,2,0.021746383,1308,1207,1157.1875,1.130326762,1.043046179,0,0.722222222,-7.66042746,151,127,63.65937694
171,Marshall,SB,20-13,105.6338868,192,106.5993141,179,0.473867485,171,20,13,12,6,6-Dec,0.373251384,0.344861469,0.378815834,0.373251384,0.344861469,0.378815834,0.904474684,0.882648641,105.0445928,109.3153664,105.0445928,109.3153664,107.981538,107.7171424,77.38250406,96.75879981,0.071107739,1,0.000959422,1348,1269,1216.3875,1.108199484,1.043253075,0,0.666666667,-8.795549953,176,174,68.59960994
172,Boston College,ACC,19-Dec,105.1697168,199,106.2259256,172,0.471302263,172,12,19,4,16,16-Apr,0.611911188,0.398856043,0.729091518,0.611911188,0.398856043,0.729091518,0.765506481,0.881349244,109.1588279,103.8643154,109.1588279,103.8643154,105.9483569,107.1469388,119.4525543,113.9481052,0.632399716,6,0.004749039,1398,1592,1390.35,1.005502212,1.145035423,0,0.2,-9.845054758,196,163,66.67258439
173,Cleveland St.,Horz,21-12,102.5548002,241,103.6333984,114,0.469956937,173,21,12,14,6,14-6,0.352281971,0.361809256,0.349866189,0.352281971,0.361809256,0.349866189,0.902564931,0.843358208,104.3934957,109.3150848,104.3934957,109.3150848,107.3070207,104.4855402,94.6060495,112.8352307,0.11646061,2,0.010821999,1484,1351,1324.2125,1.120666056,1.020229004,0,0.7,-7.773847671,153,145,65.49489183
174,Lamar,Slnd,20-13,101.2044426,269,102.2847953,94,0.469510038,174,20,13,14,6,14-6,0.406449835,0.405069372,0.384039185,0.406449835,0.405069372,0.384039185,0.867280485,0.804556428,105.2076811,106.726547,105.2076811,106.726547,102.4980733,102.1925798,106.0679714,120.3230973,0.189977644,2,0.041761202,1362,1277,1305.075,1.043618183,0.978487826,0,0.7,-7.443062772,146,78,65.26879738
175,Purdue Fort Wayne,Horz,19-13,107.4772501,149,108.820652,231,0.464347548,175,19,13,12,8,8-Dec,0.370499833,0.398811332,0.350414931,0.370499833,0.398811332,0.350414931,0.895123189,0.832706406,104.6094523,109.0632284,104.6094523,109.0632284,106.7399962,108.7000769,93.26221596,116.9686278,0.068840193,1,0.00042944,1596,1525,1438.2625,1.109672261,1.060307141,0,0.6,-8.582660609,170,177,69.56527489
176,Dartmouth,Ivy,14-14,100.4717622,283,101.7860261,90,0.462705573,176,14,14,8,6,6-Aug,0.361764196,0.282373874,0.418702957,0.361764196,0.282373874,0.418702957,0.912786808,0.93236366,105.085303,109.9428667,105.085303,109.9428667,101.9845766,98.67870575,0,0,0,0,-0.10012111,1059,988,1006.2875,1.052383141,0.981826764,0,0.571428571,-10.63530549,208,350,70.74719261
177,Eastern Kentucky,ASun,18-14,109.3860153,113,110.8464234,266,0.461943714,177,18,14,12,6,6-Dec,0.395402608,0.464452847,0.339224484,0.395402608,0.464452847,0.339224484,0.869501333,0.796376683,105.2722787,108.7419375,105.2722787,108.7419375,107.1983865,111.562228,116.9867329,101.3296575,0.839206527,2,-0.008588155,1424,1352,1253.05,1.136427118,1.07896732,0,0.666666667,-8.681174155,173,201,67.55891038
178,Cal Poly,BW,16-19,108.9144848,120,110.5006195,260,0.45852847,178,16,19,8,12,12-Aug,0.493797872,0.546252083,0.456281299,0.493797872,0.546252083,0.456281299,0.833526861,0.765668093,105.5702768,105.0750864,105.5702768,105.0750864,105.3056488,109.6872112,114.2300347,110.7822591,0.587210994,2,-0.012272437,1595,1625,1509.475,1.056658772,1.076533232,0,0.4,-11.48805419,225,210,74.41862381
179,Rice,Amer,13-19,106.3475379,171,107.9202705,208,0.457894016,179,14,18,4,14,14-Apr,0.435741915,0.306429398,0.536761215,0.435741915,0.306429398,0.536761215,0.888784468,0.935948354,104.8037231,107.110458,104.8037231,107.110458,109.6473758,110.9002678,0,0,0,0,-0.125388654,1276,1332,1178.15,1.08305394,1.130586088,0,0.222222222,-14.16554853,280,359,65.37812259
180,Southern Illinois,MVC,14-19,106.0916917,180,107.6865777,203,0.457206462,180,14,19,8,12,12-Aug,0.490408527,0.445835785,0.502731953,0.490408527,0.445835785,0.502731953,0.859711064,0.834276468,107.9949074,106.5504486,107.9949074,106.5504486,106.496113,108.4936622,109.036846,105.5229874,0.593078381,1,-0.056940592,1434,1487,1352.125,1.060552834,1.099750393,0,0.4,-12.93982,255,311,67.84940227
181,UTSA,Amer,19-Dec,106.9932441,159,108.8487739,233,0.450728164,181,12,19,6,12,12-Jun,0.48889514,0.427076529,0.532322986,0.48889514,0.427076529,0.532322986,0.8460877,0.822116658,106.9682187,105.6166594,106.9682187,105.6166594,108.9683439,109.6091143,107.8593819,102.4329291,0.644197932,2,-0.08418787,1347,1384,1244.3375,1.082503742,1.11223844,0,0.333333333,-12.79708787,250,339,69.68159448
182,East Carolina,Amer,19-14,106.2933898,176,108.2018076,216,0.44901725,182,19,14,10,8,8-Oct,0.452084326,0.345259083,0.517143041,0.452084326,0.345259083,0.517143041,0.887321028,0.919328282,106.6198492,107.6368885,106.6198492,107.6368885,107.0415075,108.4609517,0,0,0,0,0.056369022,1351,1358,1243.5375,1.086416775,1.092045877,0,0.555555556,-8.939359785,178,49,66.46574607
183,Portland St.,BSky,19-13,100.8294735,274,102.667164,99,0.448258705,183,19,13,11,7,7-Nov,0.358520191,0.345214221,0.370232011,0.358520191,0.345214221,0.370232011,0.9175479,0.909870042,105.3990442,109.896686,105.3990442,109.896686,100.8076415,99.33198826,0,0,0,0,0.00370777,1264,1184,1207.525,1.046769218,0.980518002,0,0.611111111,-9.319405726,188,167,68.15439037
184,Miami FL,ACC,24-Jul,112.5428771,71,114.60652,324,0.447949308,184,7,24,3,17,17-Mar,0.641955741,0.473410514,0.734655616,0.641955741,0.473410514,0.734655616,0.721348341,0.805010973,109.6799294,102.129757,109.6799294,102.129757,110.0053683,114.7513878,118.0118782,115.3810354,0.564457008,7,-0.115447995,1405,1677,1366.525,1.028155358,1.227200381,0,0.15,-13.51981456,269,357,67.41156568
185,Drexel,CAA,18-15,103.6307582,222,105.5542471,158,0.447322567,185,18,15,9,9,9-Sep,0.360048485,0.329059342,0.375609005,0.360048485,0.329059342,0.375609005,0.930316277,0.933038248,104.5003075,109.9222136,104.5003075,109.9222136,100.1571181,102.5865377,0,0,0,0,-0.046229904,1212,1187,1172.3125,1.033854028,1.012528656,0,0.5,-11.72354566,232,290,62.9009223
186,Ohio,MAC,16-16,106.3929162,168,108.3689465,218,0.44728917,186,16,16,10,8,8-Oct,0.39526294,0.42032704,0.381584802,0.39526294,0.42032704,0.381584802,0.905052848,0.887979086,105.6413195,109.6372455,105.6413195,109.6372455,106.7839921,108.2947777,0,0,0,0,-0.062317109,1451,1381,1301.5125,1.114856753,1.061073174,0,0.555555556,-11.83821569,234,319,70.28636184
187,Montana St.,BSky,15-18,104.7190352,207,106.7048435,182,0.446200357,187,15,18,9,9,9-Sep,0.446720853,0.542409281,0.370455844,0.446720853,0.542409281,0.370455844,0.859370352,0.769404971,106.0427937,107.3270464,106.0427937,107.3270464,104.0164496,107.9558546,106.7700991,104.5880779,0.559086629,3,-0.051566465,1279,1241,1182.6125,1.081503874,1.049371624,0,0.5,-12.00366723,238,303,65.87792148
188,South Carolina St.,MEAC,20-13,102.4485551,242,104.4408025,131,0.444853744,188,20,13,11,3,3-Nov,0.284958547,0.383120431,0.186504065,0.284958547,0.383120431,0.186504065,0.91007582,0.848449853,102.2352182,111.2116587,102.2352182,111.2116587,105.1059695,106.7212608,109.0263,92.05603942,0.874977412,2,-0.060942867,1164,1007,1021.025,1.140030851,0.986263804,0,0.785714286,-9.184924944,183,316,69.10884207
189,Wyoming,MWC,20-Dec,103.1487122,230,105.2248606,149,0.442956911,189,12,20,5,15,15-May,0.576729156,0.404387409,0.674253572,0.576729156,0.404387409,0.674253572,0.767848421,0.828234125,109.1640698,104.0853833,109.1640698,104.0853833,104.1590729,105.8725259,106.0441164,111.8393638,0.351626705,7,-0.018070379,1271,1424,1289.8375,0.985395447,1.104015041,0,0.25,-10.80680486,212,227,64.48774011
190,Jacksonville,ASun,19-13,101.2366109,266,103.580238,111,0.434579663,190,19,13,12,6,6-Dec,0.408629556,0.500317322,0.332241193,0.408629556,0.500317322,0.332241193,0.863988514,0.76918318,107.0536697,109.6243003,107.0536697,109.6243003,101.3843692,102.8343372,100.0754618,113.2859038,0.193740252,2,0.051970246,1318,1232,1220.2,1.080150795,1.009670546,0,0.666666667,-7.49064825,148,56,67.32230648
